StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
2/1/2021 14:32,2/1/2021 14:34,IP Address,98.25.33.171,100,147,TRUE,2/1/2021 14:34,R_2EbjvfWYTGtfYnv,,,,,34.02589417,-80.95469666,anonymous,EN,A18QKM5Z69TLS,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,4-year College Degree,Communication studies,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A18QKM5Z69TLS,3UUSLRKAUL3G87DJF9WEXEHXGEED7D,3E1QT0TDFP932GWI7UUXQVP094H8I7,hardmap,FL_82
2/1/2021 14:36,2/1/2021 14:39,IP Address,71.209.64.56,100,158,TRUE,2/1/2021 14:39,R_1rDpnot8abKX5gr,,,,,30.52180481,-84.26260376,anonymous,EN,A1MRBBA2OLM223,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Female,United States of America,Masters Degree,Early Childhood Education,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A1MRBBA2OLM223,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3M0BCWMB8VW459EUZNIMIOO9WL0BWG,hardfov,FL_81
2/1/2021 14:37,2/1/2021 14:43,IP Address,98.230.50.70,100,340,TRUE,2/1/2021 14:43,R_79RNF2n45v50AOl,,,,,30.49079895,-84.31580353,anonymous,EN,A3MCGKRH5KEZR8,TRUE,TRUE,TRUE,Yes,Yes,Yes,23,Male,United States of America,Some College,IT,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3MCGKRH5KEZR8,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3ERET4BTVM9UMG5GCPLN37ZOLEOK9J,mediumfov,FL_79
2/1/2021 14:43,2/1/2021 14:46,IP Address,97.99.229.150,100,171,TRUE,2/1/2021 14:46,R_0Ta0h8sBawoqtCp,,,,,33.02870178,-96.68260193,anonymous,EN,A2KW17G25L25R8,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,Some College,Nursing,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,A2KW17G25L25R8,30Z7M1Q8UYKMAEFQ54XILD5M6VNA8V,3Z4AIRP3C6DIHB1S7VLJEVP7JBH1XI,easyfov,FL_77
2/1/2021 14:49,2/1/2021 14:54,IP Address,47.184.39.52,100,274,TRUE,2/1/2021 14:54,R_31tlp4LoMQwVkgS,,,,,33.00360107,-96.88339996,anonymous,EN,A1XPUUD0HLD6HB,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Male,United States of America,Some College,None,Firefox,85,Windows NT 10.0,1536x864,,A1XPUUD0HLD6HB,30Z7M1Q8UYKMAEFQ54XILD5M6VNA8V,3MH9DQ757WCN4MX0K9VZ1BU9RIHGU3,mediummap,FL_80
2/1/2021 14:53,2/1/2021 14:55,IP Address,69.125.100.28,100,111,TRUE,2/1/2021 14:55,R_2WDdaSiMwsP6Hxu,,,,,40.84629822,-72.8030014,anonymous,EN,AJ7MWBQFNH3E4,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,4-year College Degree,Psychology,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,AJ7MWBQFNH3E4,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3DPNQGW4LLFMQVEFTQVVCGJQYRQ644,easymap,FL_78
1/25/2021 15:00,1/25/2021 15:00,IP Address,209.55.85.113,50,16,FALSE,2/1/2021 15:00,R_3oYOAQzd2jocI0O,,,,,,,anonymous,EN,A9A2IX3OBORBE,TRUE,TRUE,TRUE,Yes,Yes,Yes,,,,,,,,,,,A9A2IX3OBORBE,3AFT28WXLF241OL4O9ERZXJ5Y28OIG,3CCZ6YKWR7JR4XKD52HH1IG6O1195L,FS_3oYOAQzd2jocI0O,
2/1/2021 15:00,2/1/2021 15:01,IP Address,172.88.102.151,100,59,TRUE,2/1/2021 15:01,R_2B8OYAhEqIdoMQh,,,,,34.07620239,-118.3029022,anonymous,EN,A3VDG4N48AVYGQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Creative Writing,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A3VDG4N48AVYGQ,3UUSLRKAUL3G87DJF9WEXEHXGEED7D,333U7HK6I9FBEMCF6KQDOOI1XA3JD0,hardmap,FL_82
2/1/2021 14:36,2/1/2021 15:02,IP Address,107.11.236.206,100,1598,TRUE,2/1/2021 15:02,R_xgEzDxYMCwtO1YB,,,,,39.74899292,-84.15730286,anonymous,EN,A1M1W56A3UR5PE,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Female,United States of America,2-year College Degree,Analysis,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A1M1W56A3UR5PE,3VGET1QSZ0ZFHDDAW414P26INUK7WG,35GCEFQ6I5O3W9FMVHNNZ9KFPVS3Z8,mediumfov,FL_79
2/1/2021 15:02,2/1/2021 15:09,IP Address,140.190.51.80,100,373,TRUE,2/1/2021 15:09,R_24eFYO524N8kwFq,,,,,44.55279541,-92.54859924,anonymous,EN,AYGFIU5LDCXW4,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Male,United States of America,2-year College Degree,Information Technology,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AYGFIU5LDCXW4,30Z7M1Q8UYKMAEFQ54XILD5M6VNA8V,34S6N1K2ZVJYLS5HV1LGVOARTR5LHH,hardfov,FL_81
2/1/2021 15:26,2/1/2021 15:29,IP Address,136.32.139.47,100,169,TRUE,2/1/2021 15:29,R_1MWEIzBGwfSGrim,,,,,39.03529358,-94.46360016,anonymous,EN,A168B0VAQ1RXKB,TRUE,TRUE,TRUE,Yes,Yes,Yes,61,Female,United States of America,4-year College Degree,History,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A168B0VAQ1RXKB,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3RANCT1ZVFHRD5PP4N3L003CB5VBUN,easyfov,FL_77
2/1/2021 15:26,2/1/2021 15:33,IP Address,68.59.99.93,100,418,TRUE,2/1/2021 15:33,R_2rO81AINjnZ98fO,,,,,30.21080017,-84.32050323,anonymous,EN,AYCHPTQRYDT7G,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Female,United States of America,4-year College Degree,Nursing,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AYCHPTQRYDT7G,3UUSLRKAUL3G87DJF9WEXEHXGEED7D,3II4UPYCOJ7S09GS1AAMLPUNB5ZDQP,hardmap,FL_82
2/1/2021 15:40,2/1/2021 15:45,IP Address,24.112.145.11,100,273,TRUE,2/1/2021 15:45,R_233rTK03lApmj8d,,,,,39.65739441,-76.37129974,anonymous,EN,AJ3XLYCTCQI4T,TRUE,TRUE,TRUE,Yes,Yes,Yes,49,Female,United States of America,4-year College Degree,network security,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AJ3XLYCTCQI4T,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3X4MXAO0BGORLGVJVK4CI3TDE78RWE,easyfov,FL_77
2/1/2021 15:42,2/1/2021 15:47,IP Address,216.172.124.132,100,272,TRUE,2/1/2021 15:47,R_PUIkJCHPcBRqjnP,,,,,48.11909485,-96.18109894,anonymous,EN,ALDQRWYZ8KQ9A,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,4-year College Degree,chemical engineering,Firefox,85,Windows NT 6.1,1920x1080,,ALDQRWYZ8KQ9A,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3FFJ6VRIL1OLKRRFCQHIXGJIQ6D0IK,mediumfov,FL_79
2/1/2021 15:44,2/1/2021 15:48,IP Address,73.220.130.124,100,253,TRUE,2/1/2021 15:48,R_3GcFWM5nS0yrzfZ,,,,,38.6282959,-121.3307037,anonymous,EN,A2EI2KLQOYQPS4,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,High School / GED,Information tech,Edge,88.0.705.53,Windows NT 10.0,1536x864,,A2EI2KLQOYQPS4,3VGET1QSZ0ZFHDDAW414P26INUK7WG,3NVC2EB65QZ3RJ5HZVL4L2BDJ1UY3I,easymap,FL_78
2/1/2021 15:51,2/1/2021 15:54,IP Address,73.37.236.135,100,192,TRUE,2/1/2021 15:54,R_2CHCr9JhMnazdXC,,,,,44.91740417,-92.94779968,anonymous,EN,A2UWEAIX8UZXAQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,52,Female,United States of America,4-year College Degree,Journalism,Chrome,88.0.4324.96,Macintosh,1280x800,,A2UWEAIX8UZXAQ,30Z7M1Q8UYKMAEFQ54XILD5M6VNA8V,3K772S5NP8BKFMVPEFYCITK7KU6EHP,mediummap,FL_80
2/1/2021 15:51,2/1/2021 15:56,IP Address,32.211.205.219,100,301,TRUE,2/1/2021 15:56,R_1q4LI1MgsOKycqq,,,,,41.12249756,-73.44249725,anonymous,EN,A1M64R8HPYNNZA,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Male,United States of America,4-year College Degree,Fine Arts,Chrome,88.0.4324.96,Windows NT 10.0,1600x900,,A1M64R8HPYNNZA,30Z7M1Q8UYKMAEFQ54XILD5M6VNA8V,3EWIJTFFVO794MPTG7RRC1LQYD60EB,hardfov,FL_81
2/1/2021 16:15,2/1/2021 16:18,IP Address,73.49.204.79,100,173,TRUE,2/1/2021 16:18,R_pnom52PydW82XkZ,,,,,25.7348938,-80.22280121,anonymous,EN,AAE6DGZOC9EWQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,2-year College Degree,Computer Information Systems,Chrome,88.0.4324.104,Windows NT 10.0,1680x1050,,AAE6DGZOC9EWQ,3M67TQBQQHOMOJY0AW3WL90XQ15A9K,3DPNQGW4LLFMQVEFTQVVCGJQYRZ46B,hardmap,FL_82
1/25/2021 16:14,1/25/2021 16:21,IP Address,100.14.0.73,50,403,FALSE,2/1/2021 16:21,R_1EZpnfQO2TewzGo,,,,,,,anonymous,EN,ARI1EMAHUA9PO,TRUE,TRUE,TRUE,Yes,Yes,Yes,,,,,,,,,,,ARI1EMAHUA9PO,3EGKVCRQFWS68UB0OMV8F1DUHMNBY5,3QAVNHZ3EM4JB5X3PVBOE2NNG9LALR,FS_1EZpnfQO2TewzGo,
2/1/2021 16:34,2/1/2021 16:38,IP Address,73.184.0.81,100,259,TRUE,2/1/2021 16:38,R_2qfO1JwC883joro,,,,,34.20370483,-84.10310364,anonymous,EN,A2V9D82R352FLI,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,2-year College Degree,business management ,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2V9D82R352FLI,3UUSLRKAUL3G87DJF9WEXEHXGEED7D,308XBLVESI4ZXDX80T8GVPGS46XBRP,mediummap,FL_80
2/1/2021 17:17,2/1/2021 17:22,IP Address,73.57.100.29,100,302,TRUE,2/1/2021 17:22,R_339b9bxCkeAddT4,,,,,26.04849243,-80.37909698,anonymous,EN,A50K26F2IS94U,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,4-year College Degree,web design,Chrome,88.0.4324.104,Windows NT 10.0,2560x1440,,A50K26F2IS94U,3M67TQBQQHOMOJY0AW3WL90XQ15A9K,3DH6GAKTYYP4CCCAK2GDP3GSYX5YZT,mediumfov,FL_79
2/1/2021 17:25,2/1/2021 17:28,IP Address,71.245.60.121,100,201,TRUE,2/1/2021 17:28,R_26mAVXjsfjvNRVw,,,,,40.82240295,-76.86830139,anonymous,EN,A2REV0HI2NA1RR,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Female,United States of America,High School / GED,,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1366x768,,A2REV0HI2NA1RR,3M67TQBQQHOMOJY0AW3WL90XQ15A9K,3ZAK8W07I4EQTIMF676WGJ7TK2BU0Z,easymap,FL_78
2/2/2021 10:20,2/2/2021 10:23,IP Address,24.140.74.33,100,194,TRUE,2/2/2021 10:23,R_2dQH7lDnvhQEtcu,,,,,40.81159973,-81.49729919,anonymous,EN,AWAHIWLMQ0HUQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,21,Male,United States of America,Some College,Nursing,Chrome,87.0.4280.88,Macintosh,1440x900,,AWAHIWLMQ0HUQ,30F94FBDNRKAR8C6EG897KLF2RNBTC,34X6J5FLPTY53VGKB6WXONP0GRWJQD,hardfov,FL_81
2/2/2021 10:26,2/2/2021 10:29,IP Address,173.29.188.11,100,193,TRUE,2/2/2021 10:29,R_2wbjXZXN1Y5pN7H,,,,,41.12249756,-88.83070374,anonymous,EN,A2BZY06YRWGEDL,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,High School / GED,NA,Edge,88.0.705.56,Windows NT 10.0,2172x1223,,A2BZY06YRWGEDL,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3KKG4CDWKIY98EGDRXY7WQASOU249L,easyfov,FL_77
2/2/2021 10:19,2/2/2021 10:29,IP Address,67.191.0.137,100,620,TRUE,2/2/2021 10:29,R_2AWFFkQmLbc3Xzb,,,,,25.60620117,-80.34519958,anonymous,EN,A2KMJE72HDDVGP,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,4-year College Degree,Economics,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2KMJE72HDDVGP,30F94FBDNRKAR8C6EG897KLF2RNBTC,39RP059MEHT80XKGVLCZ9QMIYLQMB8,easymap,FL_78
2/2/2021 10:29,2/2/2021 10:32,IP Address,98.114.22.64,100,192,TRUE,2/2/2021 10:32,R_2YlXeiCxeO5LosJ,,,,,39.15890503,-75.58779907,anonymous,EN,AHIJACUG7ZL9B,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,Some College,CIS,Edge,84.0.522.52,Windows NT 10.0,1920x1080,,AHIJACUG7ZL9B,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3X31TUMD7XMNHHK3TCIV31UKC491L2,hardfov,FL_81
2/2/2021 10:34,2/2/2021 10:36,IP Address,67.247.68.1,100,128,TRUE,2/2/2021 10:36,R_2ZOfUdBKYlSSmjk,,,,,43.06419373,-74.33399963,anonymous,EN,A2NAKIXS3DVGAA,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Male,United States of America,4-year College Degree,Operations Research,Firefox,78,Linux x86_64,1600x900,,A2NAKIXS3DVGAA,30F94FBDNRKAR8C6EG897KLF2RNBTC,3WYP994K17R2O2SZIXJ2S5NXTUT6YX,easyfov,FL_77
2/2/2021 10:21,2/2/2021 10:38,IP Address,98.24.106.157,100,1021,TRUE,2/2/2021 10:38,R_3Jg5TuzQBkbpUDb,,,,,35.24159241,-81.2181015,anonymous,EN,A16UAN46CNIRHY,TRUE,TRUE,TRUE,Yes,Yes,Yes,47,Female,United States of America,2-year College Degree,Health Information Tech,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A16UAN46CNIRHY,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,33NF62TLXJ2JSSIPY1C0S1DRHL4JKL,mediummap,FL_80
2/2/2021 10:34,2/2/2021 10:39,IP Address,50.83.255.158,100,262,TRUE,2/2/2021 10:39,R_sjOMIHZ8KHiScQp,,,,,45.2052002,-95.99449921,anonymous,EN,A2YTO4EY3MNYAJ,TRUE,TRUE,TRUE,Yes,Yes,Yes,46,Female,United States of America,2-year College Degree,Administrative Assisting,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2YTO4EY3MNYAJ,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3VA45EW49NNVN2N064YNVIYE79E1OJ,hardmap,FL_82
2/2/2021 10:33,2/2/2021 10:39,IP Address,52.128.53.162,100,367,TRUE,2/2/2021 10:39,R_31vMEUebkrge8wi,,,,,32.90739441,-97.53220367,anonymous,EN,AI9QOT5C5DN1P,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,2-year College Degree,Buisness,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AI9QOT5C5DN1P,30F94FBDNRKAR8C6EG897KLF2RNBTC,32KTQ2V7RDFPC45JX1Y3IKRSALNM9Y,mediumfov,FL_79
2/2/2021 10:46,2/2/2021 10:48,IP Address,173.69.47.115,100,102,TRUE,2/2/2021 10:48,R_1k0NLHayiA42XRI,,,,,41.87399292,-71.38439941,anonymous,EN,A2KHMKJUVDMK1N,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,4-year College Degree,Business,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2KHMKJUVDMK1N,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3K772S5NP8BKFMVPEFYCITK7KW4EHR,easyfov,FL_77
2/2/2021 10:45,2/2/2021 10:52,IP Address,104.194.220.64,100,391,TRUE,2/2/2021 10:52,R_2zuOjlePlsPdRl3,,,,,40.78759766,-74.05999756,anonymous,EN,A2WNCIZ47VXDIC,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,4-year College Degree,Education,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2WNCIZ47VXDIC,30F94FBDNRKAR8C6EG897KLF2RNBTC,3Q8GYXHFEP2T2VRGHMR838HEUB0C5F,hardfov,FL_81
2/2/2021 10:57,2/2/2021 10:58,IP Address,173.242.129.193,100,93,TRUE,2/2/2021 10:58,R_UgUypHi9VuRH49X,,,,,37.75250244,-85.99539948,anonymous,EN,AWN1PEZWRQSQ9,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Male,United States of America,4-year College Degree,history,Edge,84.0.522.52,Windows NT 10.0,1920x1080,,AWN1PEZWRQSQ9,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3OS46CRSLFZLK8XUDMWIL6J3BDR6VO,easymap,FL_78
2/2/2021 10:57,2/2/2021 10:59,IP Address,71.204.66.115,100,105,TRUE,2/2/2021 10:59,R_wT4yHD3wIycDjod,,,,,33.86560059,-84.07250214,anonymous,EN,A207RKO5B4ZJK6,TRUE,TRUE,TRUE,Yes,Yes,Yes,25,Male,United States of America,High School / GED,none,Firefox,84,Windows NT 6.3,1366x768,,A207RKO5B4ZJK6,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3137ONMDKG56FQ0EU9GUXT865WREGS,mediummap,FL_80
2/2/2021 10:55,2/2/2021 11:00,IP Address,68.33.175.31,100,299,TRUE,2/2/2021 11:00,R_2ckdlUO84Ku7BW2,,,,,39.29570007,-76.62889862,anonymous,EN,A2UGM73EHLK6XI,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,Some College,Engineering,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2UGM73EHLK6XI,30F94FBDNRKAR8C6EG897KLF2RNBTC,3D8YOU6S9EKL7T8U8WMDPKHKX6J6U0,hardmap,FL_82
2/2/2021 11:01,2/2/2021 11:02,IP Address,69.84.110.147,100,64,TRUE,2/2/2021 11:02,R_AzbYvWCl2CScrfz,,,,,25.94419861,-80.14060211,anonymous,EN,A345VDWYMDWTGD,TRUE,TRUE,TRUE,Yes,Yes,Yes,23,Female,United States of America,Some College,Secondary Education,Chrome,88.0.4324.96,Macintosh,1280x800,,A345VDWYMDWTGD,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,37W3JXSD6680IH759FW6QZMAHWNWYP,mediumfov,FL_79
2/2/2021 11:01,2/2/2021 11:04,IP Address,75.115.212.89,100,151,TRUE,2/2/2021 11:04,R_1pYCSzklPfbHoCR,,,,,28.74780273,-82.4992981,anonymous,EN,A1HMO9XPRPUPWJ,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Male,United States of America,Some College,Psychology,Chrome,88.0.4324.104,Windows NT 6.1,1600x900,,A1HMO9XPRPUPWJ,30F94FBDNRKAR8C6EG897KLF2RNBTC,3R3YRB5GRF3MUVKXY93P5PJ6TP9UAE,hardmap,FL_82
1/26/2021 11:04,1/26/2021 11:04,IP Address,76.222.214.144,5,38,FALSE,2/2/2021 11:05,R_r9GPQEibYosl0sh,,,,,,,anonymous,EN,A3PRQ2GSU42718,,,,,,,,,,,,,,,,,A3PRQ2GSU42718,38XPGNCKHT05J1VM4WY10O3UPDL4V0,3BV8HQ2ZZW11SKUW2R5MPJ5QQGG6A3,FS_r9GPQEibYosl0sh,
2/2/2021 11:12,2/2/2021 11:17,IP Address,73.169.41.173,100,250,TRUE,2/2/2021 11:17,R_3NPcGi4H6flFK3F,,,,,39.72909546,-105.1896973,anonymous,EN,A34ZZBLIGSM8PN,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Male,United States of America,Masters Degree,Mining Engineering,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A34ZZBLIGSM8PN,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,32Z9ZLUT1LK6RD8E8T18N5ELOYBHOZ,mediummap,FL_80
2/2/2021 11:28,2/2/2021 11:31,IP Address,69.130.147.157,100,122,TRUE,2/2/2021 11:31,R_1lrwlUSwfrE4bAf,,,,,36.1867981,-86.50669861,anonymous,EN,ASI2B6A3Y556Z,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,4-year College Degree,accounting,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,ASI2B6A3Y556Z,30F94FBDNRKAR8C6EG897KLF2RNBTC,3BWI6RSP7G9NMXPD16C0RGVD6TAE7R,easyfov,FL_77
2/2/2021 11:30,2/2/2021 11:32,IP Address,98.159.196.54,100,107,TRUE,2/2/2021 11:32,R_ezF2ms0M3PvmLNT,,,,,34.61799622,-86.05619812,anonymous,EN,AIWSB4YTN32GF,TRUE,TRUE,TRUE,Yes,Yes,Yes,25,Male,United States of America,Some College,business,Chrome,80.0.3987.163,Windows NT 10.0,1104x621,,AIWSB4YTN32GF,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,326O153BMIY336QNSJFMR859S4BEDI,mediumfov,FL_79
2/2/2021 11:35,2/2/2021 11:44,IP Address,209.170.246.134,100,539,TRUE,2/2/2021 11:45,R_2b11l3oR5qXzTOD,,,,,39.56910706,-75.16300201,anonymous,EN,A1G452MFAS690B,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,4-year College Degree,fashion design,Chrome,88.0.4324.96,Macintosh,2560x1440,,A1G452MFAS690B,30F94FBDNRKAR8C6EG897KLF2RNBTC,386PBUZZXFXUCY07J1O171Q66L9JLO,hardfov,FL_81
2/2/2021 11:49,2/2/2021 11:52,IP Address,73.38.184.19,100,130,TRUE,2/2/2021 11:52,R_2czRSZWzSvrXaAB,,,,,41.29130554,-72.38500214,anonymous,EN,A2PBRGT71DUYOY,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,2-year College Degree,social work,Chrome,88.0.4324.104,Windows NT 6.1,1600x900,,A2PBRGT71DUYOY,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,38YMOXR4MUZYZXXZ3W1E782HIMT6WY,easymap,FL_78
2/2/2021 11:51,2/2/2021 11:53,IP Address,72.211.204.207,100,125,TRUE,2/2/2021 11:53,R_3Dbuk7LU71rmlfJ,,,,,33.73500061,-117.7850037,anonymous,EN,A3ORD55TVUBUGT,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Male,United States of America,Some College,CS,Firefox,85,Windows NT 10.0,1920x1080,,A3ORD55TVUBUGT,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3C2NJ6JBKAHKU25KOTYOLC8E95PN29,hardmap,FL_82
2/2/2021 11:51,2/2/2021 11:58,IP Address,108.238.29.79,100,423,TRUE,2/2/2021 11:58,R_1l5Ep2Em9DqW3gI,,,,,39.95809937,-82.80680084,anonymous,EN,ACZXP89TIXCUA,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,High School / GED,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,ACZXP89TIXCUA,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3MB8LZR5BFTPNI6P1MOD8GQJLAAKLP,easymap,FL_78
2/2/2021 11:52,2/2/2021 11:58,IP Address,73.49.97.191,100,350,TRUE,2/2/2021 11:58,R_SV603VE4CVvQfLz,,,,,27.29130554,-80.29769897,anonymous,EN,APNTEGPF7QZQI,TRUE,TRUE,TRUE,Yes,Yes,Yes,62,Female,United States of America,4-year College Degree,business,Chrome,88.0.4324.96,Macintosh,2560x1440,,APNTEGPF7QZQI,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3HL8HNGX451J6UD2BEUQNU7JDKD9FG,mediummap,FL_80
2/2/2021 11:57,2/2/2021 12:01,IP Address,24.115.20.51,100,243,TRUE,2/2/2021 12:01,R_2qjY18ltMltBaTR,,,,,40.17500305,-76.18170166,anonymous,EN,AJ7JFYKBG85ZV,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,2-year College Degree,healthcare management,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,,AJ7JFYKBG85ZV,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,3KWTYT08703M5ZLMUZK76R71OKH5LR,hardfov,FL_81
2/2/2021 11:57,2/2/2021 12:04,IP Address,100.8.88.129,100,436,TRUE,2/2/2021 12:04,R_1OE1CcAXyVhYUzU,,,,,40.7467041,-74.05740356,anonymous,EN,A24Y1NVEEY1ADM,TRUE,TRUE,TRUE,Yes,Yes,Yes,58,Male,United States of America,4-year College Degree,MBA,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A24Y1NVEEY1ADM,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,31LM9EDVOLSK0Y3SVE4GKTUVBGBJNS,mediumfov,FL_79
2/2/2021 12:01,2/2/2021 12:05,IP Address,146.115.73.211,100,218,TRUE,2/2/2021 12:05,R_2ypH0roTGzSFIbS,,,,,42.41879272,-71.15570068,anonymous,EN,A32QFJTK9LJXLR,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Male,United States of America,Masters Degree,Environmental Issues,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A32QFJTK9LJXLR,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3LRKMWOKB5HEBRJ3RH9IGZFNJJY2Z6,easyfov,FL_77
1/26/2021 12:05,1/26/2021 12:07,IP Address,73.130.82.49,25,98,FALSE,2/2/2021 12:07,R_2uHEMoGayZ6R4SE,,,,,,,anonymous,EN,A1F6MWP9A0XLJQ,TRUE,TRUE,TRUE,,,,,,,,,,,,,,A1F6MWP9A0XLJQ,38XPGNCKHT05J1VM4WY10O3UPDL4V0,3G0WWMR1UVK1ML75Q4OPHU6HPOQQN3,FS_2uHEMoGayZ6R4SE,
2/2/2021 12:06,2/2/2021 12:14,IP Address,67.234.10.113,100,437,TRUE,2/2/2021 12:14,R_2pRLahY7iB8oxpG,,,,,36.3125,-82.3769989,anonymous,EN,A2HQPA08B2DM7X,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,High School / GED,,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2HQPA08B2DM7X,3R4QIDVOJPC69S6TYCL496RZ2EDEEP,3QIYRE09Y3HD5HNO5PYAGTY9HZ91N4,mediummap,FL_80
